image_path,item_id,split,clothing_type,clothing_label,x1,y1,x2,y2
img/WOMEN/Tees_Tanks/id_00000026/09_1_front.jpg,id_00000026,gallery,1,upper,65,57,181,240
img/WOMEN/Tees_Tanks/id_00000026/09_2_side.jpg,id_00000026,gallery,1,upper,68,49,205,234
img/WOMEN/Dresses/id_00000027/01_2_side.jpg,id_00000027,gallery,3,full,78,41,203,256
img/WOMEN/Dresses/id_00000027/01_3_back.jpg,id_00000027,gallery,3,full,55,46,192,243
img/WOMEN/Dresses/id_00000027/01_4_full.jpg,id_00000027,gallery,3,full,58,50,192,252
img/WOMEN/Dresses/id_00000027/01_7_additional.jpg,id_00000027,gallery,3,full,1,1,256,256
img/WOMEN/Dresses/id_00000027/02_2_side.jpg,id_00000027,gallery,3,full,90,46,174,248
img/WOMEN/Blouses_Shirts/id_00000028/01_1_front.jpg,id_00000028,gallery,1,upper,78,57,176,199
img/WOMEN/Blouses_Shirts/id_00000028/01_2_side.jpg,id_00000028,gallery,1,upper,90,49,156,193
img/WOMEN/Pants/id_00000029/04_1_front.jpg,id_00000029,gallery,2,lower,79,93,138,242
img/WOMEN/Pants/id_00000029/04_2_side.jpg,id_00000029,gallery,2,lower,108,1,152,247
img/WOMEN/Pants/id_00000029/04_7_additional.jpg,id_00000029,gallery,2,lower,86,1,178,235
img/WOMEN/Pants/id_00000029/06_3_back.jpg,id_00000029,gallery,2,lower,88,1,173,251
img/WOMEN/Blouses_Shirts/id_00000031/02_3_back.jpg,id_00000031,gallery,1,upper,55,51,207,220
img/WOMEN/Blouses_Shirts/id_00000031/02_4_full.jpg,id_00000031,gallery,1,upper,89,34,171,130
img/WOMEN/Dresses/id_00000034/02_1_front.jpg,id_00000034,gallery,3,full,100,23,164,256
img/WOMEN/Dresses/id_00000034/02_2_side.jpg,id_00000034,gallery,3,full,85,28,164,256
img/WOMEN/Dresses/id_00000035/03_2_side.jpg,id_00000035,gallery,3,full,103,40,162,256
img/WOMEN/Dresses/id_00000035/04_1_front.jpg,id_00000035,gallery,3,full,86,33,174,155
img/WOMEN/Dresses/id_00000035/04_7_additional.jpg,id_00000035,gallery,3,full,75,36,176,243
img/WOMEN/Dresses/id_00000035/05_1_front.jpg,id_00000035,gallery,3,full,103,27,168,156
img/WOMEN/Dresses/id_00000035/05_2_side.jpg,id_00000035,gallery,3,full,97,38,189,256
img/WOMEN/Cardigans/id_00000036/02_1_front.jpg,id_00000036,gallery,1,upper,56,45,187,256
img/WOMEN/Cardigans/id_00000036/02_2_side.jpg,id_00000036,gallery,1,upper,70,54,155,220
img/WOMEN/Blouses_Shirts/id_00000040/03_1_front.jpg,id_00000040,gallery,1,upper,91,46,183,207
img/WOMEN/Blouses_Shirts/id_00000040/03_4_full.jpg,id_00000040,gallery,1,upper,79,39,174,125
img/WOMEN/Dresses/id_00000042/02_1_front.jpg,id_00000042,gallery,3,full,69,43,190,244
img/WOMEN/Dresses/id_00000042/02_2_side.jpg,id_00000042,gallery,3,full,105,40,172,247
img/MEN/Tees_Tanks/id_00000045/01_1_front.jpg,id_00000045,gallery,1,upper,110,36,188,142
img/MEN/Tees_Tanks/id_00000045/01_4_full.jpg,id_00000045,gallery,1,upper,53,42,213,220
img/WOMEN/Graphic_Tees/id_00000046/01_1_front.jpg,id_00000046,gallery,1,upper,66,50,208,243
img/WOMEN/Graphic_Tees/id_00000046/01_3_back.jpg,id_00000046,gallery,1,upper,67,46,203,240
img/MEN/Sweaters/id_00000049/01_1_front.jpg,id_00000049,gallery,1,upper,79,31,173,136
img/MEN/Sweaters/id_00000049/01_3_back.jpg,id_00000049,gallery,1,upper,36,29,223,240
img/WOMEN/Rompers_Jumpsuits/id_00000050/02_1_front.jpg,id_00000050,gallery,3,full,94,28,164,256
img/WOMEN/Rompers_Jumpsuits/id_00000050/02_7_additional.jpg,id_00000050,gallery,3,full,1,22,256,256
img/WOMEN/Rompers_Jumpsuits/id_00000050/03_3_back.jpg,id_00000050,gallery,3,full,83,26,165,256
img/WOMEN/Pants/id_00000052/03_1_front.jpg,id_00000052,gallery,2,lower,88,1,170,225
img/WOMEN/Pants/id_00000052/03_2_side.jpg,id_00000052,gallery,2,lower,93,1,160,232
img/WOMEN/Jackets_Coats/id_00000054/01_1_front.jpg,id_00000054,gallery,1,upper,55,57,193,244
img/WOMEN/Jackets_Coats/id_00000054/01_3_back.jpg,id_00000054,gallery,1,upper,56,57,199,253
img/WOMEN/Denim/id_00000055/04_2_side.jpg,id_00000055,gallery,2,lower,95,2,131,236
img/WOMEN/Denim/id_00000055/04_3_back.jpg,id_00000055,gallery,2,lower,73,5,162,231
img/WOMEN/Jackets_Coats/id_00000058/02_1_front.jpg,id_00000058,gallery,1,upper,59,46,204,235
img/WOMEN/Jackets_Coats/id_00000058/02_2_side.jpg,id_00000058,gallery,1,upper,58,47,172,216
img/MEN/Pants/id_00000063/02_1_front.jpg,id_00000063,gallery,2,lower,111,17,157,239
img/MEN/Pants/id_00000063/02_3_back.jpg,id_00000063,gallery,2,lower,67,25,176,242
img/WOMEN/Pants/id_00000065/02_1_front.jpg,id_00000065,gallery,2,lower,86,93,174,198
img/WOMEN/Pants/id_00000065/02_2_side.jpg,id_00000065,gallery,2,lower,98,95,171,200
img/WOMEN/Blouses_Shirts/id_00000065/02_1_front.jpg,id_00000065,gallery,1,upper,86,24,175,204
img/WOMEN/Blouses_Shirts/id_00000072/01_1_front.jpg,id_00000072,gallery,1,upper,56,60,235,183
img/WOMEN/Blouses_Shirts/id_00000072/01_3_back.jpg,id_00000072,gallery,1,upper,37,61,230,236
img/WOMEN/Dresses/id_00000073/02_2_side.jpg,id_00000073,gallery,3,full,89,68,214,246
img/WOMEN/Dresses/id_00000073/02_3_back.jpg,id_00000073,gallery,3,full,97,60,162,160
img/WOMEN/Dresses/id_00000074/03_1_front.jpg,id_00000074,gallery,3,full,107,26,179,192
img/WOMEN/Dresses/id_00000074/03_3_back.jpg,id_00000074,gallery,3,full,77,25,147,192
img/WOMEN/Dresses/id_00000074/03_7_additional.jpg,id_00000074,gallery,3,full,103,30,168,193
img/WOMEN/Rompers_Jumpsuits/id_00000076/01_1_front.jpg,id_00000076,gallery,3,full,50,45,171,223
img/WOMEN/Rompers_Jumpsuits/id_00000077/02_2_side.jpg,id_00000077,gallery,3,full,93,43,127,227
img/WOMEN/Tees_Tanks/id_00000079/04_1_front.jpg,id_00000079,gallery,1,upper,69,49,179,211
img/WOMEN/Tees_Tanks/id_00000079/04_2_side.jpg,id_00000079,gallery,1,upper,111,55,159,210
img/WOMEN/Tees_Tanks/id_00000079/04_4_full.jpg,id_00000079,gallery,1,upper,98,35,163,125
img/WOMEN/Tees_Tanks/id_00000079/04_7_additional.jpg,id_00000079,gallery,1,upper,67,46,183,204
img/WOMEN/Tees_Tanks/id_00000079/05_1_front.jpg,id_00000079,gallery,1,upper,91,42,192,186
img/WOMEN/Tees_Tanks/id_00000079/05_4_full.jpg,id_00000079,gallery,1,upper,99,31,165,123
img/WOMEN/Tees_Tanks/id_00000079/08_2_side.jpg,id_00000079,gallery,1,upper,106,54,123,236
img/WOMEN/Tees_Tanks/id_00000079/08_4_full.jpg,id_00000079,gallery,1,upper,85,41,147,121
img/WOMEN/Tees_Tanks/id_00000079/09_2_side.jpg,id_00000079,gallery,1,upper,108,55,134,178
img/WOMEN/Dresses/id_00000083/02_1_front.jpg,id_00000083,gallery,3,full,58,48,207,244
img/MEN/Jackets_Vests/id_00000084/04_1_front.jpg,id_00000084,gallery,1,upper,54,51,210,248
img/MEN/Jackets_Vests/id_00000084/05_2_side.jpg,id_00000084,gallery,1,upper,98,37,169,242
img/MEN/Jackets_Vests/id_00000084/05_3_back.jpg,id_00000084,gallery,1,upper,46,12,192,221
img/MEN/Jackets_Vests/id_00000084/05_7_additional.jpg,id_00000084,gallery,1,upper,54,43,200,234
img/MEN/Jackets_Vests/id_00000084/07_1_front.jpg,id_00000084,gallery,1,upper,52,45,202,213
img/MEN/Jackets_Vests/id_00000084/07_2_side.jpg,id_00000084,gallery,1,upper,108,42,136,221
img/MEN/Jackets_Vests/id_00000084/07_7_additional.jpg,id_00000084,gallery,1,upper,89,34,175,133
img/MEN/Jackets_Vests/id_00000084/08_2_side.jpg,id_00000084,gallery,1,upper,151,49,164,256
img/WOMEN/Dresses/id_00000087/02_1_front.jpg,id_00000087,gallery,3,full,40,28,171,232
img/WOMEN/Dresses/id_00000087/02_3_back.jpg,id_00000087,gallery,3,full,96,28,187,226
img/WOMEN/Dresses/id_00000088/02_1_front.jpg,id_00000088,gallery,3,full,64,44,192,256
img/WOMEN/Dresses/id_00000088/02_3_back.jpg,id_00000088,gallery,3,full,77,38,178,256
img/WOMEN/Dresses/id_00000092/01_1_front.jpg,id_00000092,gallery,3,full,91,38,169,172
img/WOMEN/Blouses_Shirts/id_00000093/01_1_front.jpg,id_00000093,gallery,1,upper,60,61,204,233
img/WOMEN/Blouses_Shirts/id_00000093/01_2_side.jpg,id_00000093,gallery,1,upper,119,53,142,238
img/MEN/Jackets_Vests/id_00000094/01_2_side.jpg,id_00000094,gallery,1,upper,101,45,147,232
img/MEN/Jackets_Vests/id_00000094/02_2_side.jpg,id_00000094,gallery,1,upper,52,42,204,213
img/MEN/Jackets_Vests/id_00000094/02_3_back.jpg,id_00000094,gallery,1,upper,49,22,215,242
img/MEN/Jackets_Vests/id_00000094/04_2_side.jpg,id_00000094,gallery,1,upper,88,34,166,253
img/MEN/Jackets_Vests/id_00000094/04_3_back.jpg,id_00000094,gallery,1,upper,62,21,212,226
img/MEN/Jackets_Vests/id_00000094/04_7_additional.jpg,id_00000094,gallery,1,upper,78,30,169,137
img/WOMEN/Dresses/id_00000096/02_1_front.jpg,id_00000096,gallery,3,full,67,48,174,256
img/WOMEN/Dresses/id_00000096/02_4_full.jpg,id_00000096,gallery,3,full,94,37,158,158
img/WOMEN/Sweaters/id_00000098/02_3_back.jpg,id_00000098,gallery,1,upper,90,27,156,185
img/WOMEN/Sweaters/id_00000098/02_4_full.jpg,id_00000098,gallery,1,upper,77,35,171,170
img/WOMEN/Tees_Tanks/id_00000099/05_2_side.jpg,id_00000099,gallery,1,upper,61,60,198,256
img/WOMEN/Tees_Tanks/id_00000099/05_7_additional.jpg,id_00000099,gallery,1,upper,88,36,161,105
img/WOMEN/Tees_Tanks/id_00000099/06_1_front.jpg,id_00000099,gallery,1,upper,51,55,200,176
img/WOMEN/Tees_Tanks/id_00000099/06_2_side.jpg,id_00000099,gallery,1,upper,68,72,200,222
img/WOMEN/Tees_Tanks/id_00000099/06_3_back.jpg,id_00000099,gallery,1,upper,37,41,215,183
img/WOMEN/Tees_Tanks/id_00000099/06_7_additional.jpg,id_00000099,gallery,1,upper,110,41,156,116
img/MEN/Tees_Tanks/id_00000100/01_1_front.jpg,id_00000100,gallery,1,upper,54,49,240,256
img/MEN/Tees_Tanks/id_00000100/01_4_full.jpg,id_00000100,gallery,1,upper,85,37,177,142
img/WOMEN/Tees_Tanks/id_00000102/03_2_side.jpg,id_00000102,gallery,1,upper,121,61,137,190
img/WOMEN/Tees_Tanks/id_00000102/03_4_full.jpg,id_00000102,gallery,1,upper,98,39,160,117
img/WOMEN/Tees_Tanks/id_00000102/03_7_additional.jpg,id_00000102,gallery,1,upper,1,3,182,256
img/WOMEN/Tees_Tanks/id_00000102/04_1_front.jpg,id_00000102,gallery,1,upper,73,59,181,183
img/WOMEN/Shorts/id_00000103/01_2_side.jpg,id_00000103,gallery,2,lower,125,1,154,76
img/WOMEN/Shorts/id_00000103/01_7_additional.jpg,id_00000103,gallery,2,lower,79,1,185,75
img/WOMEN/Shorts/id_00000103/02_1_front.jpg,id_00000103,gallery,2,lower,63,152,197,235
img/WOMEN/Shorts/id_00000103/02_3_back.jpg,id_00000103,gallery,2,lower,81,2,194,79
img/WOMEN/Shorts/id_00000103/03_1_front.jpg,id_00000103,gallery,2,lower,81,98,154,144
img/WOMEN/Shorts/id_00000103/03_2_side.jpg,id_00000103,gallery,2,lower,97,5,146,81
img/WOMEN/Shorts/id_00000103/03_7_additional.jpg,id_00000103,gallery,2,lower,75,6,175,82
img/WOMEN/Shorts/id_00000103/04_1_front.jpg,id_00000103,gallery,2,lower,98,94,163,146
img/WOMEN/Shorts/id_00000103/04_2_side.jpg,id_00000103,gallery,2,lower,104,1,139,82
img/WOMEN/Shorts/id_00000103/05_1_front.jpg,id_00000103,gallery,2,lower,109,98,182,143
img/WOMEN/Pants/id_00000105/02_1_front.jpg,id_00000105,gallery,2,lower,95,80,167,235
img/WOMEN/Pants/id_00000105/02_3_back.jpg,id_00000105,gallery,2,lower,92,1,166,245
img/WOMEN/Dresses/id_00000106/03_2_side.jpg,id_00000106,gallery,3,full,79,26,156,256
img/WOMEN/Dresses/id_00000106/03_3_back.jpg,id_00000106,gallery,3,full,94,40,222,250
img/WOMEN/Blouses_Shirts/id_00000108/03_1_front.jpg,id_00000108,gallery,1,upper,71,56,205,206
img/WOMEN/Blouses_Shirts/id_00000108/03_2_side.jpg,id_00000108,gallery,1,upper,123,57,153,199
img/WOMEN/Blouses_Shirts/id_00000108/03_7_additional.jpg,id_00000108,gallery,1,upper,99,44,173,118
img/WOMEN/Blouses_Shirts/id_00000108/04_2_side.jpg,id_00000108,gallery,1,upper,129,12,165,191
img/WOMEN/Tees_Tanks/id_00000113/01_1_front.jpg,id_00000113,gallery,1,upper,66,47,193,227
img/WOMEN/Tees_Tanks/id_00000113/01_2_side.jpg,id_00000113,gallery,1,upper,110,49,133,253
img/WOMEN/Cardigans/id_00000119/02_2_side.jpg,id_00000119,gallery,1,upper,134,45,184,202
img/WOMEN/Cardigans/id_00000119/02_3_back.jpg,id_00000119,gallery,1,upper,80,47,196,208
img/WOMEN/Cardigans/id_00000119/02_7_additional.jpg,id_00000119,gallery,1,upper,1,1,256,256
img/WOMEN/Cardigans/id_00000119/03_1_front.jpg,id_00000119,gallery,1,upper,60,46,181,193
img/WOMEN/Cardigans/id_00000119/03_2_side.jpg,id_00000119,gallery,1,upper,93,51,194,206
img/MEN/Tees_Tanks/id_00000122/01_1_front.jpg,id_00000122,gallery,1,upper,51,45,223,235
img/MEN/Tees_Tanks/id_00000122/01_2_side.jpg,id_00000122,gallery,1,upper,77,43,184,256
img/WOMEN/Sweaters/id_00000125/01_1_front.jpg,id_00000125,gallery,1,upper,91,55,182,204
img/WOMEN/Sweaters/id_00000125/01_2_side.jpg,id_00000125,gallery,1,upper,81,57,159,219
img/WOMEN/Sweaters/id_00000125/01_3_back.jpg,id_00000125,gallery,1,upper,52,42,198,231
img/WOMEN/Sweaters/id_00000125/02_3_back.jpg,id_00000125,gallery,1,upper,82,33,210,235
img/WOMEN/Shorts/id_00000128/01_2_side.jpg,id_00000128,gallery,2,lower,78,46,122,201
img/WOMEN/Shorts/id_00000128/01_3_back.jpg,id_00000128,gallery,2,lower,37,21,227,139
img/WOMEN/Blouses_Shirts/id_00000131/02_1_front.jpg,id_00000131,gallery,1,upper,57,62,184,222
img/WOMEN/Blouses_Shirts/id_00000131/02_4_full.jpg,id_00000131,gallery,1,upper,87,42,158,140
img/WOMEN/Tees_Tanks/id_00000133/01_1_front.jpg,id_00000133,gallery,1,upper,84,57,226,188
img/WOMEN/Tees_Tanks/id_00000133/01_4_full.jpg,id_00000133,gallery,1,upper,96,39,154,103
img/WOMEN/Tees_Tanks/id_00000133/02_1_front.jpg,id_00000133,gallery,1,upper,50,54,192,172
img/WOMEN/Tees_Tanks/id_00000133/02_3_back.jpg,id_00000133,gallery,1,upper,46,54,196,187
img/WOMEN/Tees_Tanks/id_00000135/05_1_front.jpg,id_00000135,gallery,1,upper,82,64,195,185
img/WOMEN/Tees_Tanks/id_00000135/05_3_back.jpg,id_00000135,gallery,1,upper,49,63,193,226
img/WOMEN/Tees_Tanks/id_00000135/05_4_full.jpg,id_00000135,gallery,1,upper,109,46,167,110
img/WOMEN/Tees_Tanks/id_00000135/06_1_front.jpg,id_00000135,gallery,1,upper,101,72,130,235
img/WOMEN/Tees_Tanks/id_00000135/06_4_full.jpg,id_00000135,gallery,1,upper,90,41,152,111
img/WOMEN/Tees_Tanks/id_00000135/07_2_side.jpg,id_00000135,gallery,1,upper,111,72,140,230
img/WOMEN/Tees_Tanks/id_00000135/07_3_back.jpg,id_00000135,gallery,1,upper,58,68,192,228
img/WOMEN/Tees_Tanks/id_00000135/07_7_additional.jpg,id_00000135,gallery,1,upper,104,38,164,106
img/WOMEN/Graphic_Tees/id_00000138/01_1_front.jpg,id_00000138,gallery,1,upper,31,43,191,242
img/WOMEN/Graphic_Tees/id_00000138/01_4_full.jpg,id_00000138,gallery,1,upper,104,37,199,149
img/WOMEN/Sweatshirts_Hoodies/id_00000139/02_3_back.jpg,id_00000139,gallery,1,upper,64,51,178,248
img/WOMEN/Sweatshirts_Hoodies/id_00000139/02_4_full.jpg,id_00000139,gallery,1,upper,101,34,173,135
img/WOMEN/Tees_Tanks/id_00000140/02_1_front.jpg,id_00000140,gallery,1,upper,77,41,133,105
img/WOMEN/Tees_Tanks/id_00000140/02_3_back.jpg,id_00000140,gallery,1,upper,74,62,223,222
img/WOMEN/Tees_Tanks/id_00000140/02_6_flat.jpg,id_00000140,gallery,1,upper,42,38,214,195
img/WOMEN/Shorts/id_00000144/01_1_front.jpg,id_00000144,gallery,2,lower,97,154,141,212
img/WOMEN/Shorts/id_00000144/01_3_back.jpg,id_00000144,gallery,2,lower,75,1,178,75
img/WOMEN/Shorts/id_00000144/01_7_additional.jpg,id_00000144,gallery,2,lower,78,5,191,78
img/WOMEN/Shorts/id_00000144/02_2_side.jpg,id_00000144,gallery,2,lower,80,1,195,77
img/WOMEN/Shorts/id_00000144/02_4_full.jpg,id_00000144,gallery,2,lower,94,96,165,141
img/WOMEN/Shorts/id_00000144/03_2_side.jpg,id_00000144,gallery,2,lower,78,1,205,83
img/WOMEN/Shorts/id_00000144/03_4_full.jpg,id_00000144,gallery,2,lower,92,102,165,149
img/MEN/Sweaters/id_00000145/01_2_side.jpg,id_00000145,gallery,1,upper,118,47,155,215
img/MEN/Sweaters/id_00000145/01_3_back.jpg,id_00000145,gallery,1,upper,60,45,214,213
img/MEN/Sweatshirts_Hoodies/id_00000146/02_1_front.jpg,id_00000146,gallery,1,upper,58,42,200,224
img/MEN/Sweatshirts_Hoodies/id_00000146/02_3_back.jpg,id_00000146,gallery,1,upper,62,45,207,249
img/WOMEN/Leggings/id_00000147/01_1_front.jpg,id_00000147,gallery,2,lower,92,98,184,228
img/WOMEN/Leggings/id_00000147/01_2_side.jpg,id_00000147,gallery,2,lower,106,10,129,229
img/WOMEN/Shorts/id_00000148/02_2_side.jpg,id_00000148,gallery,2,lower,124,6,180,94
img/WOMEN/Shorts/id_00000148/02_3_back.jpg,id_00000148,gallery,2,lower,83,4,184,85
img/WOMEN/Shorts/id_00000148/02_7_additional.jpg,id_00000148,gallery,2,lower,12,33,240,205
img/WOMEN/Shorts/id_00000148/03_2_side.jpg,id_00000148,gallery,2,lower,108,6,158,95
img/WOMEN/Sweaters/id_00000151/04_1_front.jpg,id_00000151,gallery,1,upper,66,49,194,217
img/WOMEN/Sweaters/id_00000151/04_3_back.jpg,id_00000151,gallery,1,upper,62,43,194,225
img/WOMEN/Blouses_Shirts/id_00000155/01_2_side.jpg,id_00000155,gallery,1,upper,116,49,160,139
img/WOMEN/Tees_Tanks/id_00000159/04_2_side.jpg,id_00000159,gallery,1,upper,96,44,161,191
img/WOMEN/Tees_Tanks/id_00000159/05_1_front.jpg,id_00000159,gallery,1,upper,71,59,198,190
img/WOMEN/Tees_Tanks/id_00000159/05_2_side.jpg,id_00000159,gallery,1,upper,100,62,150,197
img/WOMEN/Tees_Tanks/id_00000159/05_3_back.jpg,id_00000159,gallery,1,upper,71,45,181,202
img/WOMEN/Tees_Tanks/id_00000159/05_4_full.jpg,id_00000159,gallery,1,upper,95,41,174,121
img/WOMEN/Tees_Tanks/id_00000159/06_1_front.jpg,id_00000159,gallery,1,upper,72,52,192,187
img/MEN/Tees_Tanks/id_00000161/01_1_front.jpg,id_00000161,gallery,1,upper,37,52,231,225
img/MEN/Tees_Tanks/id_00000161/01_3_back.jpg,id_00000161,gallery,1,upper,44,50,218,227
img/MEN/Tees_Tanks/id_00000161/01_6_flat.jpg,id_00000161,gallery,1,upper,11,43,250,211
img/MEN/Shirts_Polos/id_00000167/01_1_front.jpg,id_00000167,gallery,1,upper,46,51,190,231
img/MEN/Shirts_Polos/id_00000167/01_4_full.jpg,id_00000167,gallery,1,upper,106,33,170,139
img/WOMEN/Dresses/id_00000169/04_2_side.jpg,id_00000169,gallery,3,full,84,37,154,254
img/WOMEN/Dresses/id_00000169/04_4_full.jpg,id_00000169,gallery,3,full,91,29,173,163
img/WOMEN/Blouses_Shirts/id_00000171/01_3_back.jpg,id_00000171,gallery,1,upper,60,47,204,229
img/WOMEN/Blouses_Shirts/id_00000171/01_4_full.jpg,id_00000171,gallery,1,upper,93,43,184,132
img/WOMEN/Blouses_Shirts/id_00000172/03_1_front.jpg,id_00000172,gallery,1,upper,89,49,197,192
img/WOMEN/Blouses_Shirts/id_00000172/03_2_side.jpg,id_00000172,gallery,1,upper,125,42,166,204
img/WOMEN/Dresses/id_00000173/02_3_back.jpg,id_00000173,gallery,3,full,56,33,193,256
img/WOMEN/Dresses/id_00000173/02_4_full.jpg,id_00000173,gallery,3,full,86,30,186,154
img/WOMEN/Tees_Tanks/id_00000175/01_2_side.jpg,id_00000175,gallery,1,upper,109,68,186,219
img/WOMEN/Tees_Tanks/id_00000175/01_3_back.jpg,id_00000175,gallery,1,upper,84,50,187,164
img/WOMEN/Shorts/id_00000176/01_1_front.jpg,id_00000176,gallery,2,lower,79,157,189,229
img/WOMEN/Shorts/id_00000176/01_2_side.jpg,id_00000176,gallery,2,lower,117,9,154,79
img/WOMEN/Sweatshirts_Hoodies/id_00000177/01_2_side.jpg,id_00000177,gallery,1,upper,1,79,256,246
img/WOMEN/Sweatshirts_Hoodies/id_00000177/01_3_back.jpg,id_00000177,gallery,1,upper,97,47,163,248
img/WOMEN/Jackets_Coats/id_00000181/03_7_additional.jpg,id_00000181,gallery,1,upper,82,37,180,195
img/WOMEN/Blouses_Shirts/id_00000181/03_3_back.jpg,id_00000181,gallery,3,full,82,25,166,198
img/MEN/Denim/id_00000182/01_2_side.jpg,id_00000182,gallery,2,lower,110,1,182,248
img/WOMEN/Tees_Tanks/id_00000184/01_1_front.jpg,id_00000184,gallery,1,upper,84,34,156,144
img/WOMEN/Tees_Tanks/id_00000184/01_3_back.jpg,id_00000184,gallery,1,upper,50,46,216,253
img/WOMEN/Jackets_Coats/id_00000186/02_1_front.jpg,id_00000186,gallery,1,upper,69,50,212,228
img/WOMEN/Jackets_Coats/id_00000186/02_4_full.jpg,id_00000186,gallery,1,upper,126,32,199,140
img/WOMEN/Jackets_Coats/id_00000187/04_1_front.jpg,id_00000187,gallery,1,upper,62,51,213,241
img/WOMEN/Jackets_Coats/id_00000187/04_2_side.jpg,id_00000187,gallery,1,upper,102,56,174,251
img/WOMEN/Jackets_Coats/id_00000187/04_3_back.jpg,id_00000187,gallery,1,upper,61,41,212,249
img/WOMEN/Jackets_Coats/id_00000187/05_2_side.jpg,id_00000187,gallery,1,upper,90,56,176,247
img/WOMEN/Jackets_Coats/id_00000187/06_4_full.jpg,id_00000187,gallery,1,upper,89,38,174,145
img/WOMEN/Jackets_Coats/id_00000187/06_7_additional.jpg,id_00000187,gallery,1,upper,97,53,183,249
img/WOMEN/Jackets_Coats/id_00000187/07_3_back.jpg,id_00000187,gallery,1,upper,111,55,207,251
img/WOMEN/Jackets_Coats/id_00000187/07_7_additional.jpg,id_00000187,gallery,1,upper,110,42,177,137
img/WOMEN/Jackets_Coats/id_00000187/08_1_front.jpg,id_00000187,gallery,1,upper,67,67,191,238
img/WOMEN/Jackets_Coats/id_00000187/08_7_additional.jpg,id_00000187,gallery,1,upper,89,51,166,244
img/WOMEN/Jackets_Coats/id_00000187/10_1_front.jpg,id_00000187,gallery,1,upper,96,66,185,256
img/WOMEN/Jackets_Coats/id_00000187/10_3_back.jpg,id_00000187,gallery,1,upper,57,33,167,244
img/WOMEN/Jackets_Coats/id_00000187/10_4_full.jpg,id_00000187,gallery,1,upper,98,42,171,140
img/WOMEN/Blouses_Shirts/id_00000190/02_1_front.jpg,id_00000190,gallery,1,upper,57,40,177,195
img/WOMEN/Blouses_Shirts/id_00000190/02_4_full.jpg,id_00000190,gallery,1,upper,98,35,171,131
