image_path,item_id,split,clothing_type,x1,y1,x2,y2,clothing_label
img/WOMEN/Dresses/id_00000021/06_7_additional.jpg,id_00000021,query,3,102,25,166,256,full
img/WOMEN/Tees_Tanks/id_00000026/05_1_front.jpg,id_00000026,query,1,61,55,206,222,upper
img/WOMEN/Tees_Tanks/id_00000026/05_3_back.jpg,id_00000026,query,1,49,61,195,244,upper
img/WOMEN/Tees_Tanks/id_00000026/06_1_front.jpg,id_00000026,query,1,54,50,191,233,upper
img/WOMEN/Tees_Tanks/id_00000026/07_1_front.jpg,id_00000026,query,1,55,57,187,232,upper
img/WOMEN/Tees_Tanks/id_00000026/07_4_full.jpg,id_00000026,query,1,75,40,145,137,upper
img/WOMEN/Tees_Tanks/id_00000026/07_7_additional.jpg,id_00000026,query,1,84,72,198,202,upper
img/WOMEN/Tees_Tanks/id_00000026/09_4_full.jpg,id_00000026,query,1,89,43,163,148,upper
img/WOMEN/Tees_Tanks/id_00000026/09_7_additional.jpg,id_00000026,query,1,73,74,188,198,upper
img/WOMEN/Dresses/id_00000027/01_1_front.jpg,id_00000027,query,3,114,41,196,155,full
img/WOMEN/Dresses/id_00000027/02_1_front.jpg,id_00000027,query,3,118,38,191,156,full
img/WOMEN/Dresses/id_00000027/02_3_back.jpg,id_00000027,query,3,70,36,206,256,full
img/WOMEN/Dresses/id_00000027/02_4_full.jpg,id_00000027,query,3,58,52,202,256,full
img/WOMEN/Dresses/id_00000027/02_7_additional.jpg,id_00000027,query,3,1,1,256,256,full
img/WOMEN/Blouses_Shirts/id_00000028/01_3_back.jpg,id_00000028,query,1,69,64,182,231,upper
img/WOMEN/Blouses_Shirts/id_00000028/01_7_additional.jpg,id_00000028,query,1,95,40,148,115,upper
img/WOMEN/Pants/id_00000029/04_3_back.jpg,id_00000029,query,2,99,1,178,246,lower
img/WOMEN/Pants/id_00000029/06_1_front.jpg,id_00000029,query,2,66,98,136,247,lower
img/WOMEN/Pants/id_00000029/06_2_side.jpg,id_00000029,query,2,131,1,184,246,lower
img/WOMEN/Pants/id_00000029/06_7_additional.jpg,id_00000029,query,2,91,2,175,240,lower
img/WOMEN/Blouses_Shirts/id_00000031/02_1_front.jpg,id_00000031,query,1,62,55,200,220,upper
img/WOMEN/Blouses_Shirts/id_00000031/02_2_side.jpg,id_00000031,query,1,110,58,140,218,upper
img/WOMEN/Blouses_Shirts/id_00000031/02_7_additional.jpg,id_00000031,query,1,74,47,177,222,upper
img/WOMEN/Dresses/id_00000034/02_3_back.jpg,id_00000034,query,3,1,1,256,256,full
img/WOMEN/Dresses/id_00000034/02_7_additional.jpg,id_00000034,query,3,86,28,139,256,full
img/WOMEN/Dresses/id_00000035/03_1_front.jpg,id_00000035,query,3,76,36,189,237,full
img/WOMEN/Dresses/id_00000035/03_4_full.jpg,id_00000035,query,3,106,27,142,158,full
img/WOMEN/Dresses/id_00000035/03_7_additional.jpg,id_00000035,query,3,81,45,199,234,full
img/WOMEN/Dresses/id_00000035/04_2_side.jpg,id_00000035,query,3,100,39,156,256,full
img/WOMEN/Dresses/id_00000035/05_3_back.jpg,id_00000035,query,3,79,40,189,256,full
img/WOMEN/Dresses/id_00000035/05_7_additional.jpg,id_00000035,query,3,78,41,203,252,full
img/WOMEN/Cardigans/id_00000036/02_3_back.jpg,id_00000036,query,1,54,42,217,225,upper
img/WOMEN/Cardigans/id_00000036/02_7_additional.jpg,id_00000036,query,1,103,38,162,144,upper
img/WOMEN/Blouses_Shirts/id_00000040/03_3_back.jpg,id_00000040,query,1,58,40,219,238,upper
img/WOMEN/Blouses_Shirts/id_00000040/03_7_additional.jpg,id_00000040,query,1,62,50,211,213,upper
img/WOMEN/Dresses/id_00000042/02_3_back.jpg,id_00000042,query,3,70,35,195,252,full
img/WOMEN/Dresses/id_00000042/02_4_full.jpg,id_00000042,query,3,109,31,159,156,full
img/WOMEN/Dresses/id_00000042/02_7_additional.jpg,id_00000042,query,3,1,1,256,256,full
img/MEN/Tees_Tanks/id_00000045/01_2_side.jpg,id_00000045,query,1,136,46,155,229,upper
img/MEN/Tees_Tanks/id_00000045/01_3_back.jpg,id_00000045,query,1,64,37,232,233,upper
img/MEN/Tees_Tanks/id_00000045/01_7_additional.jpg,id_00000045,query,1,1,22,256,256,upper
img/WOMEN/Graphic_Tees/id_00000046/01_2_side.jpg,id_00000046,query,1,86,47,184,226,upper
img/WOMEN/Graphic_Tees/id_00000046/01_7_additional.jpg,id_00000046,query,1,92,35,150,141,upper
img/MEN/Sweaters/id_00000049/01_2_side.jpg,id_00000049,query,1,117,39,134,226,upper
img/MEN/Sweaters/id_00000049/01_6_flat.jpg,id_00000049,query,1,29,38,231,207,upper
img/MEN/Sweaters/id_00000049/01_7_additional.jpg,id_00000049,query,1,1,5,256,256,upper
img/WOMEN/Rompers_Jumpsuits/id_00000050/02_2_side.jpg,id_00000050,query,3,1,27,256,256,full
img/WOMEN/Rompers_Jumpsuits/id_00000050/02_3_back.jpg,id_00000050,query,3,90,24,175,256,full
img/WOMEN/Rompers_Jumpsuits/id_00000050/03_1_front.jpg,id_00000050,query,3,111,26,206,256,full
img/WOMEN/Rompers_Jumpsuits/id_00000050/03_7_additional.jpg,id_00000050,query,3,135,18,165,256,full
img/WOMEN/Pants/id_00000052/03_3_back.jpg,id_00000052,query,2,84,1,169,232,lower
img/WOMEN/Pants/id_00000052/03_4_full.jpg,id_00000052,query,2,101,81,156,234,lower
img/WOMEN/Jackets_Coats/id_00000054/01_2_side.jpg,id_00000054,query,1,96,57,154,250,upper
img/WOMEN/Jackets_Coats/id_00000054/01_7_additional.jpg,id_00000054,query,1,80,35,164,143,upper
img/WOMEN/Denim/id_00000055/04_1_front.jpg,id_00000055,query,2,64,93,155,235,lower
img/WOMEN/Denim/id_00000055/04_7_additional.jpg,id_00000055,query,2,82,6,196,227,lower
img/WOMEN/Jackets_Coats/id_00000058/02_3_back.jpg,id_00000058,query,1,56,39,210,230,upper
img/WOMEN/Jackets_Coats/id_00000058/02_4_full.jpg,id_00000058,query,1,87,33,172,135,upper
img/MEN/Pants/id_00000063/02_4_full.jpg,id_00000063,query,2,92,98,159,242,lower
img/MEN/Pants/id_00000063/02_7_additional.jpg,id_00000063,query,2,64,7,196,223,lower
img/WOMEN/Pants/id_00000065/02_7_additional.jpg,id_00000065,query,2,100,95,170,202,lower
img/WOMEN/Blouses_Shirts/id_00000065/02_2_side.jpg,id_00000065,query,1,100,25,174,205,upper
img/WOMEN/Blouses_Shirts/id_00000065/02_7_additional.jpg,id_00000065,query,1,95,23,168,208,upper
img/WOMEN/Blouses_Shirts/id_00000072/01_2_side.jpg,id_00000072,query,1,81,51,159,180,upper
img/WOMEN/Blouses_Shirts/id_00000072/01_7_additional.jpg,id_00000072,query,1,79,39,158,108,upper
img/WOMEN/Dresses/id_00000073/02_1_front.jpg,id_00000073,query,3,100,52,164,165,full
img/WOMEN/Dresses/id_00000073/02_7_additional.jpg,id_00000073,query,3,105,76,191,251,full
img/WOMEN/Dresses/id_00000074/04_1_front.jpg,id_00000074,query,3,124,23,184,256,full
img/WOMEN/Dresses/id_00000074/04_3_back.jpg,id_00000074,query,3,101,20,173,194,full
img/WOMEN/Dresses/id_00000074/04_7_additional.jpg,id_00000074,query,3,113,28,192,196,full
img/WOMEN/Rompers_Jumpsuits/id_00000076/01_2_side.jpg,id_00000076,query,3,156,40,186,222,full
img/WOMEN/Rompers_Jumpsuits/id_00000076/01_7_additional.jpg,id_00000076,query,3,70,27,184,221,full
img/WOMEN/Rompers_Jumpsuits/id_00000077/02_1_front.jpg,id_00000077,query,3,105,33,187,152,full
img/WOMEN/Rompers_Jumpsuits/id_00000077/02_7_additional.jpg,id_00000077,query,3,62,31,164,229,full
img/WOMEN/Tees_Tanks/id_00000079/04_3_back.jpg,id_00000079,query,1,76,50,186,207,upper
img/WOMEN/Tees_Tanks/id_00000079/05_2_side.jpg,id_00000079,query,1,117,49,166,191,upper
img/WOMEN/Tees_Tanks/id_00000079/05_3_back.jpg,id_00000079,query,1,84,47,191,186,upper
img/WOMEN/Tees_Tanks/id_00000079/08_1_front.jpg,id_00000079,query,1,25,57,177,256,upper
img/WOMEN/Tees_Tanks/id_00000079/08_3_back.jpg,id_00000079,query,1,65,50,175,199,upper
img/WOMEN/Tees_Tanks/id_00000079/09_1_front.jpg,id_00000079,query,1,76,40,178,184,upper
img/WOMEN/Tees_Tanks/id_00000079/09_3_back.jpg,id_00000079,query,1,95,49,167,174,upper
img/WOMEN/Tees_Tanks/id_00000079/09_4_full.jpg,id_00000079,query,1,103,36,163,123,upper
img/WOMEN/Tees_Tanks/id_00000079/09_7_additional.jpg,id_00000079,query,1,72,55,175,188,upper
img/WOMEN/Dresses/id_00000083/02_2_side.jpg,id_00000083,query,3,85,44,179,245,full
img/WOMEN/Dresses/id_00000083/02_3_back.jpg,id_00000083,query,3,76,37,184,241,full
img/MEN/Jackets_Vests/id_00000084/04_2_side.jpg,id_00000084,query,1,92,48,148,243,upper
img/MEN/Jackets_Vests/id_00000084/04_4_full.jpg,id_00000084,query,1,79,34,180,143,upper
img/MEN/Jackets_Vests/id_00000084/04_7_additional.jpg,id_00000084,query,1,67,35,201,241,upper
img/MEN/Jackets_Vests/id_00000084/05_1_front.jpg,id_00000084,query,1,83,32,165,141,upper
img/MEN/Jackets_Vests/id_00000084/07_3_back.jpg,id_00000084,query,1,60,42,204,237,upper
img/MEN/Jackets_Vests/id_00000084/08_1_front.jpg,id_00000084,query,1,52,42,215,231,upper
img/MEN/Jackets_Vests/id_00000084/08_3_back.jpg,id_00000084,query,1,51,44,194,233,upper
img/MEN/Jackets_Vests/id_00000084/08_4_full.jpg,id_00000084,query,1,71,38,163,140,upper
img/MEN/Jackets_Vests/id_00000084/08_7_additional.jpg,id_00000084,query,1,1,5,256,256,upper
img/WOMEN/Dresses/id_00000087/02_2_side.jpg,id_00000087,query,3,95,31,174,227,full
img/WOMEN/Dresses/id_00000087/02_4_full.jpg,id_00000087,query,3,91,18,176,159,full
img/WOMEN/Dresses/id_00000088/02_2_side.jpg,id_00000088,query,3,77,38,171,256,full
img/WOMEN/Dresses/id_00000088/02_4_full.jpg,id_00000088,query,3,68,27,186,156,full
img/WOMEN/Dresses/id_00000088/02_6_flat.jpg,id_00000088,query,3,39,1,221,256,full
img/WOMEN/Dresses/id_00000092/01_3_back.jpg,id_00000092,query,3,85,32,165,181,full
img/WOMEN/Dresses/id_00000092/01_7_additional.jpg,id_00000092,query,3,115,27,145,174,full
img/WOMEN/Blouses_Shirts/id_00000093/01_4_full.jpg,id_00000093,query,1,75,39,153,140,upper
img/WOMEN/Blouses_Shirts/id_00000093/01_7_additional.jpg,id_00000093,query,1,67,47,174,243,upper
img/MEN/Jackets_Vests/id_00000094/01_1_front.jpg,id_00000094,query,1,1,50,228,232,upper
img/MEN/Jackets_Vests/id_00000094/01_3_back.jpg,id_00000094,query,1,59,25,216,230,upper
img/MEN/Jackets_Vests/id_00000094/01_4_full.jpg,id_00000094,query,1,90,29,174,135,upper
img/MEN/Jackets_Vests/id_00000094/01_7_additional.jpg,id_00000094,query,1,1,1,256,256,upper
img/MEN/Jackets_Vests/id_00000094/02_7_additional.jpg,id_00000094,query,1,89,31,166,138,upper
img/MEN/Jackets_Vests/id_00000094/04_1_front.jpg,id_00000094,query,1,47,45,207,227,upper
img/MEN/Suiting/id_00000094/02_1_front.jpg,id_00000094,query,1,80,21,153,247,upper
img/WOMEN/Dresses/id_00000096/02_3_back.jpg,id_00000096,query,3,92,45,186,251,full
img/WOMEN/Dresses/id_00000096/02_7_additional.jpg,id_00000096,query,3,1,53,256,256,full
img/WOMEN/Sweaters/id_00000098/02_1_front.jpg,id_00000098,query,1,63,47,200,192,upper
img/WOMEN/Sweaters/id_00000098/02_2_side.jpg,id_00000098,query,1,100,31,137,188,upper
img/WOMEN/Sweaters/id_00000098/02_7_additional.jpg,id_00000098,query,1,1,1,256,256,upper
img/WOMEN/Tees_Tanks/id_00000099/05_1_front.jpg,id_00000099,query,1,40,59,212,217,upper
img/WOMEN/Tees_Tanks/id_00000099/05_3_back.jpg,id_00000099,query,1,37,51,211,176,upper
img/WOMEN/Tees_Tanks/id_00000099/07_1_front.jpg,id_00000099,query,1,122,46,144,181,upper
img/WOMEN/Tees_Tanks/id_00000099/07_2_side.jpg,id_00000099,query,1,50,61,206,182,upper
img/WOMEN/Tees_Tanks/id_00000099/07_3_back.jpg,id_00000099,query,1,42,66,214,193,upper
img/WOMEN/Tees_Tanks/id_00000099/07_7_additional.jpg,id_00000099,query,1,114,40,166,113,upper
img/MEN/Tees_Tanks/id_00000100/01_2_side.jpg,id_00000100,query,1,129,44,142,253,upper
img/MEN/Tees_Tanks/id_00000100/01_3_back.jpg,id_00000100,query,1,48,38,241,255,upper
img/MEN/Tees_Tanks/id_00000100/01_7_additional.jpg,id_00000100,query,1,1,1,256,256,upper
img/WOMEN/Tees_Tanks/id_00000102/03_1_front.jpg,id_00000102,query,1,74,63,183,192,upper
img/WOMEN/Tees_Tanks/id_00000102/03_3_back.jpg,id_00000102,query,1,93,48,196,193,upper
img/WOMEN/Tees_Tanks/id_00000102/04_2_side.jpg,id_00000102,query,1,113,61,136,190,upper
img/WOMEN/Tees_Tanks/id_00000102/04_3_back.jpg,id_00000102,query,1,89,56,174,176,upper
img/WOMEN/Tees_Tanks/id_00000102/04_7_additional.jpg,id_00000102,query,1,1,21,176,256,upper
img/WOMEN/Shorts/id_00000103/01_1_front.jpg,id_00000103,query,2,99,100,166,141,lower
img/WOMEN/Shorts/id_00000103/01_3_back.jpg,id_00000103,query,2,81,3,189,79,lower
img/WOMEN/Shorts/id_00000103/02_2_side.jpg,id_00000103,query,2,123,7,151,83,lower
img/WOMEN/Shorts/id_00000103/02_7_additional.jpg,id_00000103,query,2,82,8,184,83,lower
img/WOMEN/Shorts/id_00000103/03_3_back.jpg,id_00000103,query,2,68,1,188,80,lower
img/WOMEN/Shorts/id_00000103/04_3_back.jpg,id_00000103,query,2,84,10,187,88,lower
img/WOMEN/Shorts/id_00000103/04_7_additional.jpg,id_00000103,query,2,82,9,182,84,lower
img/WOMEN/Shorts/id_00000103/05_2_side.jpg,id_00000103,query,2,108,12,139,87,lower
img/WOMEN/Shorts/id_00000103/05_3_back.jpg,id_00000103,query,2,82,7,191,81,lower
img/WOMEN/Shorts/id_00000103/05_7_additional.jpg,id_00000103,query,2,77,6,185,84,lower
img/WOMEN/Pants/id_00000105/02_2_side.jpg,id_00000105,query,2,70,1,180,239,lower
img/WOMEN/Pants/id_00000105/02_7_additional.jpg,id_00000105,query,2,91,1,169,239,lower
img/WOMEN/Dresses/id_00000106/03_1_front.jpg,id_00000106,query,3,75,33,152,157,full
img/WOMEN/Dresses/id_00000106/03_7_additional.jpg,id_00000106,query,3,88,42,195,253,full
img/WOMEN/Blouses_Shirts/id_00000108/03_3_back.jpg,id_00000108,query,1,41,55,201,213,upper
img/WOMEN/Blouses_Shirts/id_00000108/04_1_front.jpg,id_00000108,query,1,77,62,205,191,upper
img/WOMEN/Blouses_Shirts/id_00000108/04_3_back.jpg,id_00000108,query,1,86,58,224,197,upper
img/WOMEN/Blouses_Shirts/id_00000108/04_7_additional.jpg,id_00000108,query,1,1,88,256,256,upper
img/WOMEN/Tees_Tanks/id_00000113/01_7_additional.jpg,id_00000113,query,1,68,42,189,231,upper
img/WOMEN/Graphic_Tees/id_00000113/01_4_full.jpg,id_00000113,query,1,92,35,172,123,upper
img/WOMEN/Cardigans/id_00000119/02_1_front.jpg,id_00000119,query,1,57,54,185,212,upper
img/WOMEN/Cardigans/id_00000119/03_3_back.jpg,id_00000119,query,1,77,53,205,247,upper
img/WOMEN/Cardigans/id_00000119/03_4_full.jpg,id_00000119,query,1,84,37,154,120,upper
img/WOMEN/Cardigans/id_00000119/03_7_additional.jpg,id_00000119,query,1,1,1,256,256,upper
img/WOMEN/Jackets_Coats/id_00000119/02_4_full.jpg,id_00000119,query,1,93,34,165,126,upper
img/MEN/Tees_Tanks/id_00000122/01_3_back.jpg,id_00000122,query,1,40,43,227,237,upper
img/MEN/Tees_Tanks/id_00000122/01_4_full.jpg,id_00000122,query,1,64,27,165,129,upper
img/MEN/Tees_Tanks/id_00000122/01_7_additional.jpg,id_00000122,query,1,1,1,256,256,upper
img/WOMEN/Sweaters/id_00000125/01_7_additional.jpg,id_00000125,query,1,1,1,256,256,upper
img/WOMEN/Sweaters/id_00000125/02_1_front.jpg,id_00000125,query,1,76,46,177,221,upper
img/WOMEN/Sweaters/id_00000125/02_2_side.jpg,id_00000125,query,1,86,43,177,214,upper
img/WOMEN/Sweaters/id_00000125/02_7_additional.jpg,id_00000125,query,1,99,37,173,139,upper
img/WOMEN/Shorts/id_00000128/01_1_front.jpg,id_00000128,query,2,73,151,201,236,lower
img/WOMEN/Shorts/id_00000128/01_4_full.jpg,id_00000128,query,2,100,93,171,140,lower
img/WOMEN/Shorts/id_00000128/01_7_additional.jpg,id_00000128,query,2,32,34,224,161,lower
img/WOMEN/Blouses_Shirts/id_00000131/02_3_back.jpg,id_00000131,query,1,53,53,214,232,upper
img/WOMEN/Blouses_Shirts/id_00000131/02_7_additional.jpg,id_00000131,query,1,113,59,165,234,upper
img/WOMEN/Tees_Tanks/id_00000133/01_2_side.jpg,id_00000133,query,1,103,51,125,173,upper
img/WOMEN/Tees_Tanks/id_00000133/01_7_additional.jpg,id_00000133,query,1,46,47,200,183,upper
img/WOMEN/Tees_Tanks/id_00000133/02_4_full.jpg,id_00000133,query,1,101,42,179,114,upper
img/WOMEN/Tees_Tanks/id_00000133/02_7_additional.jpg,id_00000133,query,1,130,51,176,178,upper
img/WOMEN/Tees_Tanks/id_00000135/05_7_additional.jpg,id_00000135,query,1,116,73,139,244,upper
img/WOMEN/Tees_Tanks/id_00000135/06_3_back.jpg,id_00000135,query,1,76,53,190,195,upper
img/WOMEN/Tees_Tanks/id_00000135/06_7_additional.jpg,id_00000135,query,1,85,54,212,189,upper
img/WOMEN/Tees_Tanks/id_00000135/07_1_front.jpg,id_00000135,query,1,81,67,211,222,upper
img/WOMEN/Tees_Tanks/id_00000135/08_1_front.jpg,id_00000135,query,1,114,74,137,239,upper
img/WOMEN/Tees_Tanks/id_00000135/08_3_back.jpg,id_00000135,query,1,70,68,191,211,upper
img/WOMEN/Tees_Tanks/id_00000135/08_4_full.jpg,id_00000135,query,1,104,52,157,116,upper
img/WOMEN/Tees_Tanks/id_00000135/08_7_additional.jpg,id_00000135,query,1,88,59,197,204,upper
img/WOMEN/Graphic_Tees/id_00000138/01_2_side.jpg,id_00000138,query,1,79,41,182,247,upper
img/WOMEN/Graphic_Tees/id_00000138/01_3_back.jpg,id_00000138,query,1,56,35,212,236,upper
img/WOMEN/Graphic_Tees/id_00000138/01_7_additional.jpg,id_00000138,query,1,1,1,256,256,upper
img/WOMEN/Sweatshirts_Hoodies/id_00000139/02_1_front.jpg,id_00000139,query,1,66,45,194,249,upper
img/WOMEN/Sweatshirts_Hoodies/id_00000139/02_2_side.jpg,id_00000139,query,1,80,51,162,224,upper
img/WOMEN/Sweatshirts_Hoodies/id_00000139/02_6_flat.jpg,id_00000139,query,1,38,29,220,235,upper
img/WOMEN/Tees_Tanks/id_00000140/02_2_side.jpg,id_00000140,query,1,124,67,166,184,upper
img/WOMEN/Tees_Tanks/id_00000140/02_4_full.jpg,id_00000140,query,1,48,78,173,213,upper
img/WOMEN/Tees_Tanks/id_00000140/02_7_additional.jpg,id_00000140,query,1,46,14,238,234,upper
img/WOMEN/Shorts/id_00000144/01_2_side.jpg,id_00000144,query,2,119,8,127,73,lower
img/WOMEN/Shorts/id_00000144/01_4_full.jpg,id_00000144,query,2,99,99,166,141,lower
img/WOMEN/Shorts/id_00000144/02_1_front.jpg,id_00000144,query,2,75,154,188,224,lower
img/WOMEN/Shorts/id_00000144/02_3_back.jpg,id_00000144,query,2,77,1,186,75,lower
img/WOMEN/Shorts/id_00000144/02_7_additional.jpg,id_00000144,query,2,116,1,129,69,lower
img/WOMEN/Shorts/id_00000144/03_1_front.jpg,id_00000144,query,2,73,164,186,239,lower
img/WOMEN/Shorts/id_00000144/03_3_back.jpg,id_00000144,query,2,78,5,188,86,lower
img/WOMEN/Shorts/id_00000144/03_7_additional.jpg,id_00000144,query,2,113,1,127,74,lower
img/MEN/Sweaters/id_00000145/01_1_front.jpg,id_00000145,query,1,54,50,211,224,upper
img/MEN/Sweaters/id_00000145/01_4_full.jpg,id_00000145,query,1,98,41,187,140,upper
img/MEN/Sweaters/id_00000145/01_7_additional.jpg,id_00000145,query,1,1,1,256,256,upper
img/MEN/Sweatshirts_Hoodies/id_00000146/02_2_side.jpg,id_00000146,query,1,102,49,132,228,upper
img/MEN/Sweatshirts_Hoodies/id_00000146/02_4_full.jpg,id_00000146,query,1,83,33,171,139,upper
img/MEN/Sweatshirts_Hoodies/id_00000146/02_7_additional.jpg,id_00000146,query,1,1,20,256,256,upper
img/WOMEN/Leggings/id_00000147/01_3_back.jpg,id_00000147,query,2,96,18,169,227,lower
img/WOMEN/Leggings/id_00000147/01_7_additional.jpg,id_00000147,query,2,84,19,169,220,lower
img/WOMEN/Shorts/id_00000148/02_1_front.jpg,id_00000148,query,2,60,131,188,229,lower
img/WOMEN/Shorts/id_00000148/02_4_full.jpg,id_00000148,query,2,100,91,170,145,lower
img/WOMEN/Shorts/id_00000148/03_1_front.jpg,id_00000148,query,2,51,121,146,184,lower
img/WOMEN/Shorts/id_00000148/03_3_back.jpg,id_00000148,query,2,91,3,199,87,lower
img/WOMEN/Shorts/id_00000148/03_7_additional.jpg,id_00000148,query,2,40,53,226,196,lower
img/WOMEN/Sweaters/id_00000151/04_2_side.jpg,id_00000151,query,1,81,42,158,219,upper
img/WOMEN/Sweaters/id_00000151/04_4_full.jpg,id_00000151,query,1,90,33,170,135,upper
img/WOMEN/Blouses_Shirts/id_00000155/01_1_front.jpg,id_00000155,query,1,83,52,163,144,upper
img/WOMEN/Blouses_Shirts/id_00000155/01_7_additional.jpg,id_00000155,query,1,103,72,209,227,upper
img/WOMEN/Tees_Tanks/id_00000159/04_1_front.jpg,id_00000159,query,1,72,51,193,192,upper
img/WOMEN/Tees_Tanks/id_00000159/04_3_back.jpg,id_00000159,query,1,69,48,196,199,upper
img/WOMEN/Tees_Tanks/id_00000159/04_4_full.jpg,id_00000159,query,1,92,47,172,125,upper
img/WOMEN/Tees_Tanks/id_00000159/06_2_side.jpg,id_00000159,query,1,86,55,170,189,upper
img/WOMEN/Tees_Tanks/id_00000159/06_3_back.jpg,id_00000159,query,1,71,44,181,194,upper
img/WOMEN/Tees_Tanks/id_00000159/06_4_full.jpg,id_00000159,query,1,101,46,168,124,upper
img/MEN/Tees_Tanks/id_00000161/01_2_side.jpg,id_00000161,query,1,123,56,158,225,upper
img/MEN/Tees_Tanks/id_00000161/01_4_full.jpg,id_00000161,query,1,65,34,173,136,upper
img/MEN/Tees_Tanks/id_00000161/01_7_additional.jpg,id_00000161,query,1,1,7,256,256,upper
img/MEN/Shirts_Polos/id_00000167/01_2_side.jpg,id_00000167,query,1,99,34,148,247,upper
img/MEN/Shirts_Polos/id_00000167/01_7_additional.jpg,id_00000167,query,1,51,34,203,240,upper
img/WOMEN/Dresses/id_00000169/04_1_front.jpg,id_00000169,query,3,62,34,198,251,full
img/WOMEN/Dresses/id_00000169/04_3_back.jpg,id_00000169,query,3,63,39,197,249,full
img/WOMEN/Dresses/id_00000169/04_7_additional.jpg,id_00000169,query,3,62,33,187,253,full
img/WOMEN/Blouses_Shirts/id_00000171/01_1_front.jpg,id_00000171,query,1,72,52,208,229,upper
img/WOMEN/Blouses_Shirts/id_00000171/01_7_additional.jpg,id_00000171,query,1,123,50,190,234,upper
img/WOMEN/Blouses_Shirts/id_00000172/03_4_full.jpg,id_00000172,query,1,102,37,167,120,upper
img/WOMEN/Blouses_Shirts/id_00000172/03_7_additional.jpg,id_00000172,query,1,61,9,210,222,upper
img/WOMEN/Dresses/id_00000173/02_1_front.jpg,id_00000173,query,3,50,38,206,256,full
img/WOMEN/Dresses/id_00000173/02_7_additional.jpg,id_00000173,query,3,1,48,256,256,full
img/WOMEN/Tees_Tanks/id_00000175/01_1_front.jpg,id_00000175,query,1,102,60,204,187,upper
img/WOMEN/Tees_Tanks/id_00000175/01_7_additional.jpg,id_00000175,query,1,1,1,256,256,upper
img/WOMEN/Shorts/id_00000176/01_3_back.jpg,id_00000176,query,2,87,4,190,77,lower
img/WOMEN/Shorts/id_00000176/01_4_full.jpg,id_00000176,query,2,123,100,183,137,lower
img/WOMEN/Shorts/id_00000176/01_7_additional.jpg,id_00000176,query,2,21,5,236,137,lower
img/WOMEN/Sweatshirts_Hoodies/id_00000177/01_1_front.jpg,id_00000177,query,1,65,51,208,233,upper
img/WOMEN/Sweatshirts_Hoodies/id_00000177/01_4_full.jpg,id_00000177,query,1,96,38,174,143,upper
